2.39339	1.39416	-512.03124
2.39339	1.51806	-512.02954
2.39339	1.64196	-512.02432
2.39339	1.76586	-512.02054
2.39339	1.88976	-512.01736
2.39339	2.01366	-512.01352
2.39339	2.13756	-512.00926
2.39339	2.26146	-512.00502
2.39339	2.38536	-512.00154
2.39339	2.50926	-511.97569
2.39339	2.63316	-511.98067
2.39339	2.75706	-511.98571
2.39339	2.88096	-511.98894
2.39339	3.00486	-511.98701
2.31239	1.39416	-512.02578
2.31239	1.51806	-512.02217
2.31239	1.64196	-512.01666
2.31239	1.76586	-512.0156
2.31239	1.88976	-512.01301
2.31239	2.01366	-512.00962
2.31239	2.13756	-512.0057
2.31239	2.26146	-512.00179
2.31239	2.38536	-511.99885
2.31239	2.50926	-511.9818
2.31239	2.63316	-511.98776
2.31239	2.75706	-511.99381
2.31239	2.88096	-512.00205
2.31239	3.00486	-512.00719
2.23139	1.39416	-512.01214
2.23139	1.51806	-512.00662
2.23139	1.64196	-512.00592
2.23139	1.76586	-512.00431
2.23139	1.88976	-512.00181
2.23139	2.01366	-511.9776
2.23139	2.13756	-511.99467
2.23139	2.26146	-511.9911
2.23139	2.38536	-511.98897
2.23139	2.50926	-511.98089
2.23139	2.63316	-511.99033
2.23139	2.75706	-512.00179
2.23139	2.88096	-512.00362
2.23139	3.00486	-512.02084
2.15039	1.39416	-511.99483
2.15039	1.51806	-511.99509
2.15039	1.64196	-511.99439
2.15039	1.76586	-511.99266
2.15039	1.88976	-511.98997
2.15039	2.01366	-511.94851
2.15039	2.13756	-511.98264
2.15039	2.26146	-511.97969
2.15039	2.38536	-511.97945
2.15039	2.50926	-511.98319
2.15039	2.63316	-511.99699
2.15039	2.75706	-512.01065
2.15039	2.88096	-512.02241
2.15039	3.00486	-512.03262
2.06939	1.39416	-511.97771
2.06939	1.51806	-511.98808
2.06939	1.64196	-511.98649
2.06939	1.76586	-511.98392
2.06939	1.88976	-511.9804
2.06939	2.01366	-511.95138
2.06939	2.13756	-511.97218
2.06939	2.26146	-511.97119
2.06939	2.38536	-511.97601
2.06939	2.50926	-511.98889
2.06939	2.63316	-512.0056
2.06939	2.75706	-512.02009
2.06939	2.88096	-512.03346
2.06939	3.00486	-512.0438
1.98839	1.39416	-511.96382
1.98839	1.51806	-511.9857
1.98839	1.64196	-511.98284
1.98839	1.76586	-511.97903
1.98839	1.88976	-511.97416
1.98839	2.01366	-511.95686
1.98839	2.13756	-511.9641
1.98839	2.26146	-511.96992
1.98839	2.38536	-511.98078
1.98839	2.50926	-511.99741
1.98839	2.63316	-512.01452
1.98839	2.75706	-512.02949
1.98839	2.88096	-512.04332
1.98839	3.00486	-512.05423
1.90739	1.39416	-511.98902
1.90739	1.51806	-511.98569
1.90739	1.64196	-511.98266
1.90739	1.76586	-511.97616
1.90739	1.88976	-511.97235
1.90739	2.01366	-511.96466
1.90739	2.13756	-511.96389
1.90739	2.26146	-511.97637
1.90739	2.38536	-511.98951
1.90739	2.50926	-512.00573
1.90739	2.63316	-512.02273
1.90739	2.75706	-512.038
1.90739	2.88096	-512.05212
1.90739	3.00486	-512.06335
1.82639	1.39416	-511.99188
1.82639	1.51806	-511.98891
1.82639	1.64196	-511.98472
1.82639	1.76586	-511.98006
1.82639	1.88976	-511.97492
1.82639	2.01366	-511.97497
1.82639	2.13756	-511.97809
1.82639	2.26146	-511.98694
1.82639	2.38536	-511.99868
1.82639	2.50926	-512.01283
1.82639	2.63316	-512.02959
1.82639	2.75706	-512.04505
1.82639	2.88096	-512.05936
1.82639	3.00486	-512.07078
1.74539	1.39416	-511.99492
1.74539	1.51806	-511.99189
1.74539	1.64196	-511.98809
1.74539	1.76586	-511.98575
1.74539	1.88976	-511.97893
1.74539	2.01366	-511.98417
1.74539	2.13756	-511.988
1.74539	2.26146	-511.99558
1.74539	2.38536	-512.0054
1.74539	2.50926	-512.01837
1.74539	2.63316	-512.0349
1.74539	2.75706	-512.0505
1.74539	2.88096	-512.06493
1.74539	3.00486	-512.07646
1.66439	1.39416	-511.99718
1.66439	1.51806	-511.99496
1.66439	1.64196	-511.99078
1.66439	1.76586	-511.99103
1.66439	1.88976	-511.9814
1.66439	2.01366	-511.99135
1.66439	2.13756	-511.99526
1.66439	2.26146	-512.00191
1.66439	2.38536	-512.01065
1.66439	2.50926	-512.02244
1.66439	2.63316	-512.03876
1.66439	2.75706	-512.05446
1.66439	2.88096	-512.06898
1.66439	3.00486	-512.08057
1.58339	1.39416	-511.99976
1.58339	1.51806	-511.99809
1.58339	1.64196	-511.99249
1.58339	1.76586	-511.99513
1.58339	1.88976	-511.99487
1.58339	2.01366	-511.99604
1.58339	2.13756	-511.99896
1.58339	2.26146	-512.00388
1.58339	2.38536	-512.01055
1.58339	2.50926	-512.02529
1.58339	2.63316	-512.04144
1.58339	2.75706	-512.05722
1.58339	2.88096	-512.07181
1.58339	3.00486	-512.08343
1.50239	1.39416	-512.0019
1.50239	1.51806	-512.00042
1.50239	1.64196	-511.99903
1.50239	1.76586	-511.99799
1.50239	1.88976	-511.99749
1.50239	2.01366	-511.99765
1.50239	2.13756	-511.99883
1.50239	2.26146	-512.00154
1.50239	2.38536	-512.00602
1.50239	2.50926	-512.02722
1.50239	2.63316	-512.04324
1.50239	2.75706	-512.05909
1.50239	2.88096	-512.07372
1.50239	3.00486	-512.08536
1.42139	1.39416	-512.00335
1.42139	1.51806	-512.002
1.42139	1.64196	-512.00063
1.42139	1.76586	-511.99931
1.42139	1.88976	-511.99791
1.42139	2.01366	-511.99647
1.42139	2.13756	-511.99528
1.42139	2.26146	-511.99542
1.42139	2.38536	-511.99852
1.42139	2.50926	-512.02848
1.42139	2.63316	-512.04442
1.42139	2.75706	-512.06032
1.42139	2.88096	-512.07499
1.42139	3.00486	-512.08663
1.34039	1.39416	-512.00426
1.34039	1.51806	-512.00283
1.34039	1.64196	-512.00122
1.34039	1.76586	-511.99917
1.34039	1.88976	-511.9964
1.34039	2.01366	-511.99264
1.34039	2.13756	-511.98821
1.34039	2.26146	-511.98607
1.34039	2.38536	-512.01313
1.34039	2.50926	-512.02927
1.34039	2.63316	-512.0452
1.34039	2.75706	-512.06112
1.34039	2.88096	-512.0758
1.34039	3.00486	-512.08744
