2.39195	1.40171	-512.03115
2.30995	1.40171	-512.02898
2.22795	1.40171	-512.02336
2.14595	1.40171	-512.02508
2.06395	1.40171	-512.02325
1.98195	1.40171	-512.02011
1.89995	1.40171	-512.01596
1.81795	1.40171	-511.9789
1.73595	1.40171	-511.97949
1.65395	1.40171	-511.98406
1.57195	1.40171	-511.98746
1.48995	1.40171	-511.97937
1.40795	1.40171	-512.00851
1.32595	1.40171	-512.01291
2.39195	1.52561	-512.02513
2.30995	1.52561	-512.02085
2.22795	1.52561	-512.01316
2.14595	1.52561	-512.02039
2.06395	1.52561	-512.01824
1.98195	1.52561	-512.0149
1.89995	1.52561	-512.01079
1.81795	1.52561	-511.98008
1.73595	1.52561	-511.98233
1.65395	1.52561	-511.98754
1.57195	1.52561	-511.99798
1.48995	1.52561	-512.00921
1.40795	1.52561	-512.02079
1.32595	1.52561	-512.02869
2.39195	1.64951	-512.01102
2.30995	1.64951	-512.01044
2.22795	1.64951	-512.01033
2.14595	1.64951	-512.0089
2.06395	1.64951	-512.00627
1.98195	1.64951	-512.00262
1.89995	1.64951	-511.99845
1.81795	1.64951	-511.97615
1.73595	1.64951	-511.98149
1.65395	1.64951	-511.99164
1.57195	1.64951	-512.00446
1.48995	1.64951	-512.01702
1.40795	1.64951	-512.03044
1.32595	1.64951	-512.04014
2.39195	1.77341	-511.99483
2.30995	1.77341	-511.99995
2.22795	1.77341	-511.99895
2.14595	1.77341	-511.99675
2.06395	1.77341	-511.99342
1.98195	1.77341	-511.98933
1.89995	1.77341	-511.98508
1.81795	1.77341	-511.97425
1.73595	1.77341	-511.98319
1.65395	1.77341	-511.99519
1.57195	1.77341	-512.0112
1.48995	1.77341	-512.02539
1.40795	1.77341	-512.04
1.32595	1.77341	-512.05086
2.39195	1.89731	-511.99099
2.30995	1.89731	-511.99271
2.22795	1.89731	-511.99033
2.14595	1.89731	-511.98691
2.06395	1.89731	-511.98255
1.98195	1.89731	-511.9777
1.89995	1.89731	-511.9734
1.81795	1.89731	-511.97584
1.73595	1.89731	-511.98822
1.65395	1.89731	-512.00292
1.57195	1.89731	-512.0191
1.48995	1.89731	-512.03473
1.40795	1.89731	-512.0501
1.32595	1.89731	-512.0617
2.39195	2.02121	-511.98867
2.30995	2.02121	-511.98932
2.22795	2.02121	-511.98547
2.14595	2.02121	-511.98062
2.06395	2.02121	-511.97489
1.98195	2.02121	-511.96174
1.89995	2.02121	-511.96539
1.81795	2.02121	-511.98105
1.73595	2.02121	-511.99541
1.65395	2.02121	-512.01119
1.57195	2.02121	-512.02753
1.48995	2.02121	-512.04425
1.40795	2.02121	-512.06007
1.32595	2.02121	-512.07207
2.39195	2.14511	-511.9892
2.30995	2.14511	-511.9897
2.22795	2.14511	-511.98511
2.14595	2.14511	-511.9797
2.06395	2.14511	-511.97261
1.98195	2.14511	-511.96572
1.89995	2.14511	-511.96653
1.81795	2.14511	-511.98628
1.73595	2.14511	-512.0025
1.65395	2.14511	-512.01882
1.57195	2.14511	-512.03537
1.48995	2.14511	-512.05283
1.40795	2.14511	-512.0689
1.32595	2.14511	-512.08111
2.39195	2.26901	-511.99396
2.30995	2.26901	-511.99183
2.22795	2.26901	-511.9876
2.14595	2.26901	-511.98257
2.06395	2.26901	-511.97591
1.98195	2.26901	-511.97514
1.89995	2.26901	-511.9736
1.81795	2.26901	-511.992
1.73595	2.26901	-512.0086
1.65395	2.26901	-512.02513
1.57195	2.26901	-512.0419
1.48995	2.26901	-512.05982
1.40795	2.26901	-512.07602
1.32595	2.26901	-512.08833
2.39195	2.39291	-511.99717
2.30995	2.39291	-511.99382
2.22795	2.39291	-511.99
2.14595	2.39291	-511.98647
2.06395	2.39291	-511.97917
1.98195	2.39291	-511.98447
1.89995	2.39291	-511.97961
1.81795	2.39291	-511.99664
1.73595	2.39291	-512.01319
1.65395	2.39291	-512.0299
1.57195	2.39291	-512.04697
1.48995	2.39291	-512.0651
1.40795	2.39291	-512.08137
1.32595	2.39291	-512.09372
2.39195	2.51681	-511.9987
2.30995	2.51681	-511.9959
2.22795	2.51681	-511.99328
2.14595	2.51681	-511.99113
2.06395	2.51681	-511.98844
1.98195	2.51681	-511.99159
1.89995	2.51681	-511.99397
1.81795	2.51681	-512.00009
1.73595	2.51681	-512.01649
1.65395	2.51681	-512.03331
1.57195	2.51681	-512.05106
1.48995	2.51681	-512.06889
1.40795	2.51681	-512.08519
1.32595	2.51681	-512.09755
2.39195	2.64071	-512.00044
2.30995	2.64071	-511.99844
2.22795	2.64071	-511.99654
2.14595	2.64071	-511.99494
2.06395	2.64071	-511.99419
1.98195	2.64071	-511.9958
1.89995	2.64071	-511.99872
1.81795	2.64071	-512.00253
1.73595	2.64071	-512.01874
1.65395	2.64071	-512.03565
1.57195	2.64071	-512.05364
1.48995	2.64071	-512.07149
1.40795	2.64071	-512.0878
1.32595	2.64071	-512.10015
2.39195	2.76461	-512.00228
2.30995	2.76461	-512.00063
2.22795	2.76461	-511.99896
2.14595	2.76461	-511.99751
2.06395	2.76461	-511.99668
1.98195	2.76461	-511.99686
1.89995	2.76461	-511.99836
1.81795	2.76461	-512.00416
1.73595	2.76461	-512.02023
1.65395	2.76461	-512.03722
